0	0	0	4095	4095	4095
256	0	0	4095	2717	2717
512	0	0	4095	2284	2284
768	0	0	4095	1986	1986
1024	0	0	4095	1756	1756
1280	0	0	4095	1568	1568
1536	0	0	4095	1409	1409
1792	0	0	4095	1273	1273
2048	0	0	4095	1153	1153
2303	0	0	4095	1047	1047
2559	0	0	4095	953	953
2815	0	0	4095	868	868
3071	0	0	4095	791	791
3327	0	0	4095	721	721
3583	0	0	4095	657	657
3839	0	0	4095	599	599
4095	0	0	4095	545	545
0	256	0	1687	3673	1687
256	256	0	2382	2382	884
512	256	0	2672	1980	656
768	256	0	2902	1705	510
1024	256	0	3101	1494	403
1280	256	0	3279	1322	322
1536	256	0	3444	1178	257
1792	256	0	3598	1055	205
2048	256	0	3744	947	162
2303	256	0	3883	852	127
2559	256	0	4017	768	98
2815	256	0	4095	692	75
3071	256	0	4095	624	56
3327	256	0	4095	563	40
3583	256	0	4095	508	28
3839	256	0	4095	457	18
4095	256	0	4095	411	11
0	512	0	1079	3523	1079
256	512	0	1635	2264	474
512	512	0	1873	1873	316
768	512	0	2063	1607	220
1024	512	0	2228	1402	155
1280	512	0	2378	1237	108
1536	512	0	2516	1098	74
1792	512	0	2647	979	49
2048	512	0	2770	876	30
2303	512	0	2888	785	17
2559	512	0	3002	705	9
2815	512	0	3112	633	3
3071	512	0	3219	568	1
3327	512	0	3322	510	0
3583	512	0	3423	458	0
3839	512	0	3522	410	0
4095	512	0	3619	367	0
0	768	0	718	3413	718
256	768	0	1174	2177	255
512	768	0	1374	1795	147
768	768	0	1535	1535	86
1024	768	0	1676	1336	49
1280	768	0	1805	1175	26
1536	768	0	1924	1040	11
1792	768	0	2037	925	4
2048	768	0	2144	825	0
2303	768	0	2247	737	0
2559	768	0	2346	659	0
2815	768	0	2443	590	0
3071	768	0	2536	528	0
3327	768	0	2627	472	0
3583	768	0	2716	422	0
3839	768	0	2803	376	0
4095	768	0	2889	335	0
0	1024	0	479	3323	479
256	1024	0	854	2107	128
512	1024	0	1023	1732	57
768	1024	0	1161	1477	24
1024	1024	0	1283	1283	8
1280	1024	0	1394	1125	1
1536	1024	0	1498	993	0
1792	1024	0	1596	881	0
2048	1024	0	1690	784	0
2303	1024	0	1781	698	0
2559	1024	0	1868	623	0
2815	1024	0	1953	556	0
3071	1024	0	2036	496	0
3327	1024	0	2117	442	0
3583	1024	0	2196	393	0
3839	1024	0	2274	350	0
4095	1024	0	2350	310	0
0	1280	0	312	3246	312
256	1280	0	620	2047	54
512	1280	0	763	1678	15
768	1280	0	881	1428	2
1024	1280	0	986	1237	0
1280	1280	0	1082	1082	0
1536	1280	0	1173	954	0
1792	1280	0	1260	844	0
2048	1280	0	1342	749	0
2303	1280	0	1422	666	0
2559	1280	0	1500	592	0
2815	1280	0	1576	527	0
3071	1280	0	1649	469	0
3327	1280	0	1721	417	0
3583	1280	0	1792	370	0
3839	1280	0	1862	327	0
4095	1280	0	1930	289	0
0	1536	0	195	3178	195
256	1536	0	444	1994	16
512	1536	0	565	1631	1
768	1536	0	665	1384	0
1024	1536	0	756	1197	0
1280	1536	0	840	1045	0
1536	1536	0	919	919	0
1792	1536	0	995	811	0
2048	1536	0	1068	718	0
2303	1536	0	1138	637	0
2559	1536	0	1207	565	0
2815	1536	0	1274	502	0
3071	1536	0	1340	445	0
