0	0	0	0	0	0
256	0	0	228	3	0
512	0	0	455	6	0
768	0	0	683	8	0
1024	0	0	910	11	0
1280	0	0	1138	14	0
1536	0	0	1366	17	0
1792	0	0	1593	20	0
2048	0	0	1821	23	0
2303	0	0	2047	25	0
2559	0	0	2275	28	0
2815	0	0	2503	31	0
3071	0	0	2730	34	0
3327	0	0	2958	37	0
3583	0	0	3185	40	0
3839	0	0	3413	42	0
4095	0	0	3641	45	0
0	256	0	16	251	2
256	256	0	244	253	2
512	256	0	471	256	1
768	256	0	699	259	1
1024	256	0	927	262	1
1280	256	0	1154	265	1
1536	256	0	1382	268	1
1792	256	0	1609	270	1
2048	256	0	1837	273	0
2303	256	0	2064	276	0
2559	256	0	2291	279	0
2815	256	0	2519	282	0
3071	256	0	2746	284	0
3327	256	0	2974	286	0
3583	256	0	3202	289	0
3839	256	0	3429	292	0
4095	256	0	3657	295	0
0	512	0	33	501	3
256	512	0	260	504	3
512	512	0	488	507	3
768	512	0	715	510	3
1024	512	0	943	512	3
1280	512	0	1171	514	3
1536	512	0	1398	517	2
1792	512	0	1626	520	2
2048	512	0	1853	523	2
2303	512	0	2080	526	2
2559	512	0	2308	529	2
2815	512	0	2535	531	2
3071	512	0	2763	534	1
3327	512	0	2990	537	1
3583	512	0	3218	540	1
3839	512	0	3446	543	1
4095	512	0	3673	546	1
0	768	0	49	751	5
256	768	0	276	754	5
512	768	0	504	757	5
768	768	0	732	759	5
1024	768	0	959	762	5
1280	768	0	1187	765	4
1536	768	0	1414	768	4
1792	768	0	1642	771	4
2048	768	0	1870	774	4
2303	768	0	2096	776	4
2559	768	0	2324	779	4
2815	768	0	2551	782	3
3071	768	0	2779	785	3
3327	768	0	3007	788	3
3583	768	0	3234	791	3
3839	768	0	3462	793	3
4095	768	0	3689	796	2
0	1024	0	64	1002	7
256	1024	0	292	1005	7
512	1024	0	519	1007	7
768	1024	0	747	1010	6
1024	1024	0	974	1013	6
1280	1024	0	1202	1016	6
1536	1024	0	1430	1019	6
1792	1024	0	1657	1021	6
2048	1024	0	1885	1024	6
2303	1024	0	2112	1027	5
2559	1024	0	2339	1030	5
2815	1024	0	2567	1033	5
3071	1024	0	2794	1036	5
3327	1024	0	3022	1038	5
3583	1024	0	3250	1041	5
3839	1024	0	3477	1044	4
4095	1024	0	3705	1047	4
0	1280	0	80	1252	9
256	1280	0	308	1255	9
512	1280	0	536	1258	8
768	1280	0	763	1261	8
1024	1280	0	991	1264	8
1280	1280	0	1218	1266	8
1536	1280	0	1446	1269	8
1792	1280	0	1674	1272	8
2048	1280	0	1901	1275	7
2303	1280	0	2128	1278	7
2559	1280	0	2355	1281	7
2815	1280	0	2583	1283	7
3071	1280	0	2811	1286	7
3327	1280	0	3038	1289	6
3583	1280	0	3266	1292	6
3839	1280	0	3493	1295	6
4095	1280	0	3721	1298	6
0	1536	0	97	1503	10
256	1536	0	324	1506	10
512	1536	0	552	1509	10
768	1536	0	779	1511	10
1024	1536	0	1007	1514	10
1280	1536	0	1235	1517	10
1536	1536	0	1462	1520	9
1792	1536	0	1690	1523	9
2048	1536	0	1917	1526	9
2303	1536	0	2144	1528	9
2559	1536	0	2372	1531	9
2815	1536	0	2599	1534	9
3071	1536	0	2827	1536	8
3327	1536	0	3054	1539	8
3583	1536	0	3282	1542	8
3839	1536	0	3510	1544	8
4095	1536	0	3737	1547	8
0	1792	0	113	1754	12
256	1792	0	341	1757	12
512	1792	0	568	1759	12
768	1792	0	796	1762	12
1024	1792	0	1023	1764	12
1280	1792	0	1251	1767	11
1536	1792	0	1478	1770	11
1792	1792	0	1706	1772	11
2048	1792	0	1934	1775	11
2303	1792	0	2160	1778	11
2559	1792	0	2388	1781	11
2815	1792	0	2616	1784	10
3071	1792	0	2843	1787	10
3327	1792	0	3071	1789	10
3583	1792	0	3298	1792	10
3839	1792	0	3526	1795	10
4095	1792	0	3754	1798	9
0	2048	0	129	2003	14
256	2048	0	357	2006	14
512	2048	0	584	2009	14
768	2048	0	812	2012	13
1024	2048	0	1040	2015	13
1280	2048	0	1267	2017	13
1536	2048	0	1495	2020	13
1792	2048	0	1722	2023	13
2048	2048	0	1950	2026	13
2303	2048	0	2177	2029	12
2559	2048	0	2404	2032	12
2815	2048	0	2632	2034	12
3071	2048	0	2859	2037	12
3327	2048	0	3087	2040	12
3583	2048	0	3315	2043	12
3839	2048	0	3542	2046	11
4095	2048	0	3770	2049	11
0	2303	0	145	2253	16
256	2303	0	373	2256	16
512	2303	0	601	2259	15
768	2303	0	828	2262	15
1024	2303	0	1056	2264	15
1280	2303	0	1283	2267	15
1536	2303	0	1511	2270	15
1792	2303	0	1739	2273	15
2048	2303	0	1966	2276	14
2303	2303	0	2193	2278	14
2559	2303	0	2420	2281	14
2815	2303	0	2648	2284	14
3071	2303	0	2876	2287	14
3327	2303	0	3103	2290	13
3583	2303	0	3331	2293	13
3839	2303	0	3558	2295	13
4095	2303	0	3786	2298	13
0	2559	0	162	2504	17
256	2559	0	389	2507	17
512	2559	0	617	2509	17
768	2559	0	844	2512	17
1024	2559	0	1072	2515	17
1280	2559	0	1300	2518	17
1536	2559	0	1527	2521	16
1792	2559	0	1755	2524	16
2048	2559	0	1982	2526	16
2303	2559	0	2209	2529	16
2559	2559	0	2437	2532	16
2815	2559	0	2664	2535	16
3071	2559	0	2892	2538	15
3327	2559	0	3120	2540	15
3583	2559	0	3347	2543	15
3839	2559	0	3575	2546	15
4095	2559	0	3802	2549	15
0	2815	0	177	2754	19
256	2815	0	405	2757	19
512	2815	0	632	2760	19
768	2815	0	860	2763	19
1024	2815	0	1087	2766	19
1280	2815	0	1315	2769	18
1536	2815	0	1543	2771	18
1792	2815	0	1770	2774	18
2048	2815	0	1998	2777	18
2303	2815	0	2224	2780	18
2559	2815	0	2452	2783	18
2815	2815	0	2680	2785	17
3071	2815	0	2907	2787	17
3327	2815	0	3135	2790	17
3583	2815	0	3362	2793	17
3839	2815	0	3590	2796	17
4095	2815	0	3818	2799	16
0	3071	0	193	3005	21
256	3071	0	421	3008	21
