0	0	0	0	0	0
62	0	0	41	0	2
123	0	0	83	0	5
185	0	0	131	0	16
254	0	0	186	0	26
308	0	0	238	0	29
386	0	0	326	0	32
451	0	0	415	0	34
482	0	0	468	0	34
513	0	0	524	0	34
544	0	0	585	0	34
575	0	0	653	0	35
606	0	0	727	0	35
637	0	0	798	0	33
668	0	0	860	0	34
800	0	0	1023	0	29
924	0	0	1023	0	28
0	62	0	0	37	0
62	62	0	37	36	0
123	62	0	80	30	0
185	62	0	131	19	4
254	62	0	192	0	7
308	62	0	245	0	19
386	62	0	333	0	27
451	62	0	425	0	30
482	62	0	476	0	31
513	62	0	533	0	32
544	62	0	594	0	33
575	62	0	665	0	33
606	62	0	739	0	33
637	62	0	806	0	32
668	62	0	868	0	32
800	62	0	1023	0	28
924	62	0	1023	0	28
0	123	0	0	71	24
62	123	0	9	69	0
123	123	0	69	67	0
185	123	0	122	61	0
254	123	0	187	51	0
308	123	0	245	42	3
386	123	0	346	27	7
451	123	0	453	0	9
482	123	0	507	0	15
513	123	0	567	0	20
544	123	0	629	0	23
575	123	0	701	0	25
606	123	0	773	0	26
637	123	0	835	0	27
668	123	0	897	0	28
800	123	0	1023	0	26
924	123	0	1023	0	26
0	185	0	0	110	41
62	185	0	0	108	29
123	185	0	50	106	0
185	185	0	106	102	0
254	185	0	173	93	0
308	185	0	234	85	0
386	185	0	338	72	0
451	185	0	446	61	2
482	185	0	506	54	5
513	185	0	575	48	7
544	185	0	649	42	8
575	185	0	729	36	9
606	185	0	805	29	10
637	185	0	876	20	11
668	185	0	945	0	11
800	185	0	1023	0	20
924	185	0	1023	0	22
0	254	0	0	157	55
62	254	0	0	157	48
123	254	0	0	153	0
185	254	0	81	151	0
254	254	0	150	144	0
308	254	0	214	138	0
386	254	0	322	125	0
451	254	0	431	112	0
482	254	0	491	106	0
513	254	0	561	101	0
544	254	0	634	94	0
575	254	0	716	88	0
606	254	0	794	81	0
637	254	0	865	75	5
668	254	0	935	67	7
800	254	0	1023	36	10
924	254	0	1023	37	19
0	308	0	0	200	56
62	308	0	0	199	52
123	308	0	0	198	30
185	308	0	59	196	0
254	308	0	129	192	0
308	308	0	195	187	0
386	308	0	304	173	0
451	308	0	414	160	0
482	308	0	475	153	0
513	308	0	545	147	0
544	308	0	618	140	0
575	308	0	699	132	0
606	308	0	783	124	0
637	308	0	854	117	0
668	308	0	927	110	0
800	308	0	1023	71	6
924	308	0	1023	62	18
0	386	0	0	268	62
62	386	0	0	268	57
123	386	0	0	268	43
185	386	0	12	270	0
254	386	0	99	267	0
308	386	0	160	263	0
386	386	0	268	255	0
451	386	0	378	243	0
482	386	0	441	237	0
513	386	0	512	230	0
544	386	0	584	222	0
575	386	0	668	214	0
606	386	0	753	204	0
637	386	0	828	195	0
668	386	0	904	186	0
800	386	0	1023	132	0
924	386	0	1023	102	15
0	451	0	0	342	68
62	451	0	0	342	64
123	451	0	0	344	50
185	451	0	0	348	25
254	451	0	72	348	0
308	451	0	133	344	0
386	451	0	236	336	0
451	451	0	345	326	0
482	451	0	406	319	0
513	451	0	471	312	0
544	451	0	547	306	0
575	451	0	630	297	0
606	451	0	714	285	0
637	451	0	798	273	0
668	451	0	876	263	0
800	451	0	1023	198	0
924	451	0	1023	145	11
0	482	0	0	382	71
62	482	0	0	382	67
123	482	0	0	384	55
185	482	0	0	388	32
254	482	0	59	389	0
308	482	0	121	388	0
386	482	0	223	381	0
451	482	0	327	372	0
482	482	0	387	365	0
513	482	0	454	357	0
544	482	0	526	352	0
575	482	0	607	340	0
606	482	0	694	329	0
637	482	0	778	318	0
668	482	0	859	306	0
800	482	0	1023	235	0
924	482	0	1023	168	6
0	513	0	0	425	73
62	513	0	0	425	70
123	513	0	0	426	59
185	513	0	0	431	38
254	513	0	45	435	0
308	513	0	108	434	0
386	513	0	208	426	0
451	513	0	310	419	0
482	513	0	369	414	0
513	513	0	434	406	0
