0	0	0	0	0	0
62	0	0	31	0	2
123	0	0	64	0	4
185	0	0	102	0	13
254	0	0	148	0	21
308	0	0	192	0	24
386	0	0	268	0	27
451	0	0	347	0	29
482	0	0	395	0	29
513	0	0	447	0	30
544	0	0	505	0	30
575	0	0	569	0	31
606	0	0	639	0	31
637	0	0	720	0	30
668	0	0	803	0	31
800	0	0	1023	0	29
924	0	0	1023	0	28
0	62	0	0	28	0
62	62	0	28	27	0
123	62	0	62	23	0
185	62	0	102	15	3
254	62	0	153	0	6
308	62	0	198	0	16
386	62	0	274	0	23
451	62	0	355	0	26
482	62	0	403	0	27
513	62	0	456	0	28
544	62	0	514	0	29
575	62	0	580	0	29
606	62	0	650	0	30
637	62	0	730	0	29
668	62	0	814	0	30
800	62	0	1023	0	28
924	62	0	1023	0	28
0	123	0	0	55	19
62	123	0	7	54	0
123	123	0	54	52	0
185	123	0	96	48	0
254	123	0	149	41	0
308	123	0	198	35	2
386	123	0	285	23	6
451	123	0	380	0	8
482	123	0	432	0	14
513	123	0	488	0	17
544	123	0	547	0	20
575	123	0	613	0	22
606	123	0	686	0	23
637	123	0	769	0	24
668	123	0	853	0	25
800	123	0	1023	0	26
924	123	0	1023	0	26
0	185	0	0	87	33
62	185	0	0	86	23
123	185	0	40	84	0
185	185	0	84	81	0
254	185	0	139	74	0
308	185	0	190	69	0
386	185	0	278	60	0
451	185	0	374	52	2
482	185	0	432	47	5
513	185	0	495	43	6
544	185	0	565	37	7
575	185	0	641	32	8
606	185	0	730	26	9
637	185	0	824	18	10
668	185	0	918	0	10
800	185	0	1023	0	20
924	185	0	1023	0	22
0	254	0	0	127	44
62	254	0	0	126	39
123	254	0	0	124	0
185	254	0	65	122	0
254	254	0	122	117	0
308	254	0	175	112	0
386	254	0	266	103	0
451	254	0	363	95	0
482	254	0	419	92	0
513	254	0	483	87	0
544	254	0	552	83	0
575	254	0	629	78	0
606	254	0	717	72	0
637	254	0	811	68	4
668	254	0	905	62	6
800	254	0	1023	35	9
924	254	0	1023	37	19
0	308	0	0	163	46
62	308	0	0	162	43
123	308	0	0	161	25
185	308	0	48	160	0
254	308	0	106	157	0
308	308	0	159	152	0
386	308	0	252	144	0
451	308	0	350	135	0
482	308	0	406	131	0
513	308	0	470	127	0
544	308	0	538	122	0
575	308	0	614	117	0
606	308	0	703	111	0
637	308	0	797	106	0
668	308	0	895	100	0
800	308	0	1023	70	6
924	308	0	1023	62	18
0	386	0	0	226	53
62	386	0	0	227	49
123	386	0	0	227	36
185	386	0	10	228	0
254	386	0	84	224	0
